index;x;y;z
567;-0.015396;0.178284;-1.449890
568;-0.073654;-0.067093;0.064240
569;-0.117172;-0.211258;1.126678
570;-0.064163;-0.099823;1.011566
571;-0.224442;0.091217;-0.858734
572;-0.313751;0.152756;-2.617676
573;-0.353287;0.023590;-2.977921
574;-0.191772;-0.171768;-2.222946
575;0.006912;0.003738;-0.690643
576;0.139709;0.167801;0.695679
577;0.194290;0.255310;1.078903
578;-0.057068;0.273743;-0.058746
579;-0.249435;0.086105;-2.119156
580;-0.418091;-0.175613;-3.125458
581;-0.399536;-0.246414;-2.734192
582;-0.151978;-0.019577;-1.290909
583;0.050339;0.312881;0.383224
584;0.185837;0.310074;1.194641
585;0.130341;0.285049;0.756104
586;-0.095581;0.146988;-0.999298
587;-0.371475;-0.067368;-2.827698
588;-0.530273;-0.258224;-3.129471
589;-0.332047;-0.216965;-2.245483
590;-0.056427;0.136246;-0.607040
591;0.260941;0.365189;0.769791
592;0.166885;0.360458;1.172195
593;0.003586;0.264374;-0.033142
594;-0.222046;0.138779;-1.737442
595;-0.571365;-0.065109;-2.472580
596;-0.738403;-0.076355;-2.189789
597;-0.498077;0.123230;-1.236588
598;0.033737;0.227402;-0.588882
599;1.033691;0.091110;-0.583130
600;1.504089;0.226547;-0.800095
601;0.659988;0.408325;-0.989456
602;-0.579575;0.174728;-0.999817
603;-1.334671;-0.131943;-1.114029
604;-1.375000;-0.241989;-1.058685
605;-0.609634;-0.136124;-1.028641
606;0.772812;0.043167;-0.998703
607;1.623383;0.286011;-1.042252
608;1.135452;0.636703;-0.980164
609;-0.218582;0.345718;-0.938034
610;-1.207947;0.012024;-1.035278
611;-1.341904;-0.169937;-1.156921
612;-0.861359;-0.175537;-1.099884
613;0.641953;-0.232224;-0.988876
614;1.641785;-0.094559;-1.007263
615;1.206528;0.411835;-0.978195
616;0.110535;0.376541;-0.974564
617;-0.982697;0.144928;-1.042526
618;-1.189026;0.041306;-0.962540
619;-0.970108;-0.109268;-0.954117
620;0.111755;-0.202454;-0.947769
621;1.450363;-0.129349;-1.030396
622;1.412491;0.454422;-1.098022
623;0.346176;0.469940;-0.982651
624;-0.549377;0.267654;-0.988480
625;-0.691650;0.491898;-0.854813
626;-0.430588;0.071457;-0.867035
627;-0.130844;-0.652802;-1.191818
628;-0.109497;-0.943832;-1.407349
629;0.085312;-0.472595;-1.217789
630;0.093430;0.487213;-0.788742
631;0.328583;1.788345;-0.642410
632;0.430893;1.709045;-0.591873
633;-0.058685;0.113693;-0.941208
634;-0.603729;-1.386047;-1.582047
635;-0.620819;-1.773499;-1.707993
636;-0.322067;-0.266403;-1.206131
637;0.244888;1.810562;-0.571091
638;0.826462;2.252563;-0.470627
639;0.121902;0.690414;-0.588120
640;-0.572098;-0.964035;-1.361282
641;-0.963425;-1.954330;-1.632477
642;-0.717346;-1.140808;-1.561142
643;0.197800;1.064667;-0.644684
644;0.891266;2.359940;-0.675507
645;0.618011;1.304489;-0.580536
646;-0.459702;-0.496536;-1.102173
647;-1.060715;-1.759720;-1.491516
648;-0.925217;-1.478577;-1.530228
649;-0.259827;0.506836;-0.875137
650;0.519653;2.078812;-0.659225
651;0.912277;1.704529;-0.538315
652;0.014114;0.046951;-0.774216
653;-0.610886;-1.389465;-1.547562
654;-0.693726;-1.612076;-1.606842
655;-0.401230;-0.231064;-1.185776
656;0.244537;1.343048;-0.581573
657;0.508743;1.629059;-0.529205
658;0.102798;0.697922;-0.650238
659;-0.427902;-0.341919;-1.243820
660;-0.488235;-0.718338;-1.421066
661;0.174728;-0.546448;-1.349716
662;1.016800;0.111435;-1.112305
663;0.899841;0.660019;-0.940704
664;-0.217529;0.469849;-0.747971
665;-1.037247;0.012726;-0.892334
666;-1.267014;-0.159409;-0.976089
667;-0.807144;-0.147461;-0.945709
668;0.338882;0.056763;-0.955063
669;1.273224;0.271072;-1.112915
670;1.196915;0.448517;-1.298676
671;0.247757;0.438919;-1.211807
672;-0.381500;0.079071;-1.587463
673;-0.566422;-0.246368;-2.224930
674;-0.355942;-0.216309;-1.786880
675;-0.304443;0.061905;-0.304947
676;-0.143860;0.396637;1.215866
677;0.195175;0.358444;1.278091
678;0.024811;0.232681;-0.457916
679;-0.283905;-0.077133;-2.467285
680;-0.448730;-0.255310;-3.158401
681;-0.309311;-0.282730;-2.647934
682;-0.110992;0.041351;-1.081177
683;0.378647;0.336197;1.062103
684;0.054184;0.609177;1.559555
685;0.108582;0.481461;-0.220840
686;-0.068817;0.158264;-1.893600
687;-0.109375;-0.095718;-2.195404
688;-0.154343;-0.079803;-1.843033
689;-0.010284;-0.027512;-1.365692
690;0.019989;0.276917;-0.911270
691;0.051300;0.057968;-0.858780
692;0.020920;-0.003571;-0.945145
693;-0.008286;-0.020004;-0.983337
694;-0.012039;0.029373;-0.880936
695;-0.020233;0.109146;-0.784805
696;0.056702;0.039246;-1.343674
697;-0.060593;-0.024384;-1.128906
698;-0.036041;-0.027756;-1.142273
699;-0.075241;-0.139908;-0.972382
700;-0.014313;0.052292;-0.977539
701;-0.036636;0.011078;-0.958618
702;-0.035370;0.001694;-0.959656
703;-0.015427;0.007919;-0.986862
704;-0.009125;0.003708;-0.993988
705;0.032455;-0.005951;-1.079391
706;0.051010;-0.030228;-1.045547
707;0.065292;-0.024353;-1.041351
708;0.052032;-0.009491;-1.025589
709;0.040161;0.012238;-0.997421
710;0.036758;0.018127;-1.008209
711;0.015823;0.033356;-1.044525
712;-0.039368;0.042816;-0.807617
713;0.073486;-0.107239;-1.058380
